Timestamp,Chain1,Chain2,Chain3,Chain4,Event
0,0,0,0,0,0
13,2,0,0,0,New Chain
16,2,2,0,0,New Chain
121,4,0,0,0,Chain Merge
174,4,2,0,0,New Chain
180,4,2,0,0,0
