Timestamp,Chain1,Chain2,Chain3,Chain4,Event
0,0,0,0,0,0
6,2,0,0,0,New Chain
16,0,0,0,0,Leader Loss
25,2,0,0,0,New Chain
180,2,0,0,0,0
