Timestamp,Chain1,Chain2,Chain3,Chain4,Event
0,0,0,0,0,0
55,2,0,0,0,New Chain
77,2,2,0,0,New Chain
101,2,0,0,0,Leader Loss
180,2,0,0,0,0
