Timestamp,Chain1,Chain2,Chain3,Chain4,Event
0,0,0,0,0,0
6,2,0,0,0,New Chain
10,2,2,0,0,New Chain
76,4,0,0,0,Chain Merge
180,4,0,0,0,0
