Timestamp,Chain1,Chain2,Chain3,Chain4,Event
0,0,0,0,0,0
19,2,0,0,0,New Chain
30,3,0,0,0,New Follower
100,3,0,0,0,Random Steal c1
108,2,0,0,0,Lost Follower
110,0,0,0,0,Chain Dissolved
138,2,0,0,0,New Chain
167,2,2,0,0,New Chain
173,2,0,0,0,Chain Dissolved
176,2,2,0,0,New Chain
180,2,0,0,0,0
