Timestamp,Chain1,Chain2,Chain3,Chain4,Event
0,0,0,0,0,0
26,2,0,0,0,New Chain
59,2,2,0,0,New Chain
73,2,0,0,0,Chain Dissolved
77,2,2,0,0,New Chain
92,2,0,0,0,Chain Dissolved
148,2,2,0,0,New Chain
180,2,2,0,0,0
